tieude,dientich,giavnd,vitri,phanloai,sophong,area_m2,price_vnd,standardized_location,property_type_clean,price_per_m2,price_group,area_group,has_studio,has_balcony,has_mezzanine,has_furniture,has_new,has_window,has_elevator
Phong Tro Rong 30m2 - Full Noi That - Ngay Cong Sau Cong Vien Phan Mem Quang Trung,29 m,3500000,Quan 12,PhongTro,1,29.0,3500000.0,Quận 12,Phòng trọ,120689.6551724138,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Can Ho Gia Re Full NT - May Giat Rieng Ngay Nga Tu An Suong - CVPM - Cau Tham Luong,28 m,4500000,Quan 12,Studio,1,28.0,4500000.0,Quận 12,Studio,160714.2857142857,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Khai truong can phong moi co cua so sieu mat nam ngay Quan 12,25 m,3700000,Quan 12,PhongTro,1,25.0,3700000.0,Quận 12,Phòng trọ,148000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,True,True,False
1PN Tach bep sieu rong thoang mat gan Cho Lac Quang cau Tham Luong nga tu An Suong,40 m,4800000,Quan 12,CanHo1PN,1,40.0,4800000.0,Quận 12,Căn hộ 1PN,120000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Can ho Phan Van Hon Tan Thoi Nhat Q12 Ngay gan cau Tham Luong,25 m,4000000,Quan 12,CanHoMini,1,25.0,4000000.0,Quận 12,Căn hộ mini,160000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
TRONG 1P BANCONG NGAY GAN CAU THAM LUONG,25 m,4500000,Quan 12,PhongTro,1,25.0,4500000.0,Quận 12,Phòng trọ,180000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
BANCONG Full noi that gan cau THAM LUONG,30 m,6300000,Quan 12,CanHoMini,1,30.0,6300000.0,Quận 12,Căn hộ mini,210000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
CAN HO BANCONG HIEN DAI FULL NOI THAT O BINH THANH,35 m,8000000,Binh Thanh,CanHoMini,1,35.0,8000000.0,Bình Thạnh,Căn hộ mini,228571.42857142858,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Cho thue can ho mini full noi that tai Binh Thanh,30 m,5500000,Binh Thanh,CanHoMini,1,30.0,5500000.0,Bình Thạnh,Căn hộ mini,183333.33333333334,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
CAN HO 1PN MOI XAY MAY GIAT RIENG ngay cau Thi Nghe,35 m,9000000,Binh Thanh,CanHo1PN,1,35.0,9000000.0,Bình Thạnh,Căn hộ 1PN,257142.85714285713,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,True,False,False
CAN HO DECOR HIEN DAI_XINH XAN NGAY D1-HANG XANH,25 m,4900000,Binh Thanh,CanHoMini,1,25.0,4900000.0,Bình Thạnh,Căn hộ mini,196000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Can ho moi duong Nguyen Trung Truc Binh Thanh,22 m,5800000,Binh Thanh,CanHoMini,1,22.0,5800000.0,Bình Thạnh,Căn hộ mini,263636.36363636365,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Can ho mini day du noi that gan moi tien ich ngay trung tam P26 Q Binh Thanh,25 m,5800000,Binh Thanh,CanHoMini,1,25.0,5800000.0,Bình Thạnh,Căn hộ mini,232000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
STUDIO MOI XAY – FULL NOI THAT – BAN CONG SIEU CHILL NGAY DANG THUY TRAM,28 m,6500000,Binh Thanh,Studio,1,28.0,6500000.0,Bình Thạnh,Studio,232142.85714285713,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,True,False,True,True,False,False
Can Ho 1PN 40m2 Full Noi That Ban cong gan cho Ba Chieu Binh Thanh,40 m,6100000,Binh Thanh,CanHo1PN,1,40.0,6100000.0,Bình Thạnh,Căn hộ 1PN,152500.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
Penthouse Co San Thuong Rieng Sieu Chill 40m2 Full Noi That Binh Thanh,40 m,15000000,Binh Thanh,Penthouse,1,40.0,15000000.0,Bình Thạnh,Penthouse,375000.0,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Cho thue CH mini Full noi that - ban cong to gan cho Ba Chieu giap Q1,38 m,6800000,Binh Thanh,CanHoMini,1,38.0,6800000.0,Bình Thạnh,Căn hộ mini,178947.36842105264,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
Cho thue can ho mini full noi that ban cong thoang Nguyen Huu Canh Binh Thanh,38 m,7200000,Binh Thanh,CanHoMini,1,38.0,7200000.0,Bình Thạnh,Căn hộ mini,189473.68421052632,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
CHO THUE CAN HO MINI BAN CONG – LE VAN DUYET BINH THANH GAN CHO BA CHIEU CAU BONG GIAP QUAN 1,37 m,6600000,Binh Thanh,CanHoMini,1,37.0,6600000.0,Bình Thạnh,Căn hộ mini,178378.37837837837,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,False,False,False,False
CHMN MOI 100% – TOA NHA VUA HOAN THIEN – TIEN NGHI DAY DU 2147 BUI DINH TUY,50 m,11500000,Binh Thanh,CanHoMini,1,50.0,11500000.0,Bình Thạnh,Căn hộ mini,230000.0,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
CAN HO STUDIO RONG FULL NOI THAT GAN LANDMARK NGA TU HANG XANH,30 m,7200000,Binh Thanh,Studio,1,30.0,7200000.0,Bình Thạnh,Studio,240000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,False,False,False
CHO THUE CAN HO MINI TACH BEP VAN KIEP BINH THANH GAN CHO BA CHIEU LE VAN DUYET GIAP QUAN 1,25 m,6000000,Binh Thanh,CanHoMini,1,25.0,6000000.0,Bình Thạnh,Căn hộ mini,240000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
CAN HO DUPLEX BAN CONG FULL NOI THAT GAN LANDMARK NGA TU HANG XANH,30 m,7500000,Binh Thanh,Duplex,1,30.0,7500000.0,Bình Thạnh,Duplex,250000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
STUDIO CUA SO TROI LON - MAY GIAT RIENG FULL TIEN NGHI NGAY NGO TAT TO,25 m,6000000,Binh Thanh,Studio,1,25.0,6000000.0,Bình Thạnh,Studio,240000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,False,False,False,False,True,False
CAN HO 1PN 40m2 FULL NOI THAT CUA SO BAN CONG THOANG SANG O BINH THANH GIAP Q3,40 m,7500000,Binh Thanh,CanHo1PN,1,40.0,7500000.0,Bình Thạnh,Căn hộ 1PN,187500.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,True,False
Can Ho MINI - Full NT - Cua So Lon - Ngo Tat To Binh Thanh,40 m,6200000,Binh Thanh,CanHoMini,1,40.0,6200000.0,Bình Thạnh,Căn hộ mini,155000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,True,False
Can Ho Gan Cau Thu Thiem May Giat Rieng Studio 30m2 Cua so troi Gan Landmark 81 Bason Hang Xanh,30 m,7500000,Binh Thanh,Studio,1,30.0,7500000.0,Bình Thạnh,Studio,250000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,False,False,True,False
Cho thue can ho mini moi day du noi that ngay canh sieu thi Aeon Mall Binh Tan,20 m,5500000,Binh Tan,CanHoMini,1,20.0,5500000.0,Bình Tân,Căn hộ mini,275000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
SIEU CAN HO DAY DU TIEN NGHI NGAY TRUNG TAM KHU TEN LUA Aeon Binh Tan,30 m,5000000,Binh Tan,CanHoMini,1,30.0,5000000.0,Bình Tân,Căn hộ mini,166666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Can Ho Tien Nghi 35m2 1PN tach bep Ngay Khu Ten Lua giap Quan 6,35 m,4800000,Binh Tan,CanHo1PN,1,35.0,4800000.0,Bình Tân,Căn hộ 1PN,137142.85714285713,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Cho thue can ho mini duong 17A nha moi xay day du noi that gia 5.5 trieu / thang vao o duoc,20 m,5500000,Binh Tan,CanHoMini,1,20.0,5500000.0,Bình Tân,Căn hộ mini,275000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,True,False,False
Cho thue can ho mini moi ra lo 40m2 tai khu vip Aeon Mall Ten Lua day du tien nghi,40 m,2900000,Binh Tan,CanHoMini,1,40.0,2900000.0,Bình Tân,Căn hộ mini,72500.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Can ho mini 50 m2 full noi that cao cap - ban cong rieng cua so lon khu Ten Lua,50 m,5000000,Binh Tan,CanHoMini,1,50.0,5000000.0,Bình Tân,Căn hộ mini,100000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,True,False
CHINH CHU CAN CHO THUE CHDV - BAN CONG - 35M2 - GAN DAM SEN - NGA 4 LUY BAN BICH - AEON MALL TAN PHU,35 m,4000000,Binh Tan,CanHoMini,1,35.0,4000000.0,Bình Tân,Căn hộ mini,114285.71428571429,Thấp (<4 triệu),Vừa (25-50m²),False,True,False,False,False,False,False
Can Ho Full Dich Vu Ho Van Long Binh Hung Hoa B Binh Tan,25 m,4200000,Binh Tan,CanHoMini,1,25.0,4200000.0,Bình Tân,Căn hộ mini,168000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
GIAM 500K TRONG 3 THANG DAU Can_ho_Mini_cao_cap_moi SAT VACH_Aeon_Mall_Binh_Tan O tu 1-3 nguoi,40 m,2800000,Binh Tan,CanHoMini,1,40.0,2800000.0,Bình Tân,Căn hộ mini,70000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
CHO THUE SHOPHOUSE EHOME 3 – VI TRI DAC DIA KINH DOANH SAM UAT,94 m,11000000,Binh Tan,Shophouse,1,94.0,11000000.0,Bình Tân,Shophouse,117021.27659574468,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
SAN PHONG DAY DU TIEN NGHI NGAY HUONG LO 2 - MA LO - TEN LUA - KHU VUC AN NINH - YEN TINH,30 m,3300000,Binh Tan,PhongTro,1,30.0,3300000.0,Bình Tân,Phòng trọ,110000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Can Ho Gia Re Full Noi That Cua So Bu Thoang Ngay Nga Tu Go May,30 m,4500000,Binh Tan,CanHoMini,1,30.0,4500000.0,Bình Tân,Căn hộ mini,150000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,True,False
Can Ho Mini Ban cong Full NT - Gan Khu Ten Lua - AEON Binh Tan,28 m,4600000,Binh Tan,CanHoMini,1,28.0,4600000.0,Bình Tân,Căn hộ mini,164285.7142857143,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,False,False,False,False
Can ho mini 50 met vuong Ten Lua-gan Aeon Binh Tan,50 m,3900000,Binh Tan,CanHoMini,1,50.0,3900000.0,Bình Tân,Căn hộ mini,78000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Cho Thue Can Ho Dich Vu Moi Xay 100% Dien Tich 30m Ngay Nga Tu Bon Xa,30 m,4000000,Binh Tan,CanHoMini,1,30.0,4000000.0,Bình Tân,Căn hộ mini,133333.33333333334,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,True,False,False
NGAY DUONG SO 7 GIAO VOI TEN LUA CHI 2 PHUT - CAN HO MOI CHUA QUA SU DUNG RONG THOANG 35m2,35 m,5500000,Binh Tan,CanHoMini,1,35.0,5500000.0,Bình Tân,Căn hộ mini,157142.85714285713,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Can Ho Mini Gia Re Khu Ten Lua Aeon Mall Binh Tan Giap Q6,25 m,3500000,Binh Tan,CanHoMini,1,25.0,3500000.0,Bình Tân,Căn hộ mini,140000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
KHAI TRUONG CAN HO DAY DU TIEN NGHI PHONG RONG THOANG GIA TOT AN NINH YEN TINH,32 m,4000000,Binh Tan,CanHoMini,1,32.0,4000000.0,Bình Tân,Căn hộ mini,125000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,True,False,False
PHONG TRO MINI AN TOAN THOANG MAT,60 m,3500000,Binh Tan,PhongTro,1,60.0,3500000.0,Bình Tân,Phòng trọ,58333.333333333336,Thấp (<4 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Can ho mini duplex full noi that gia re Le Van Quoi,28 m,4000000,Binh Tan,Duplex,1,28.0,4000000.0,Bình Tân,Duplex,142857.14285714287,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
CAN HO BAN CONG THOANG - FULL NOI THAT CAO CAP NGAY TT GO VAP,30 m,6100000,Go Vap,CanHoMini,1,30.0,6100000.0,Gò Vấp,Căn hộ mini,203333.33333333334,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
CAN HO DUPLEX THIET KE HIEN DAI FULL NOI THAT NGAY LE DUC THO_GO VAP,28 m,4400000,Go Vap,Duplex,1,28.0,4400000.0,Gò Vấp,Duplex,157142.85714285713,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
CHINH CHU CHO THUE CAN HO MINI CAO CAP MAY GIAT RIENG 40M2 FULL NOI THAT QUANG TRUNG P10 GO VAP,40 m,5000000,Go Vap,CanHo1PN,1,40.0,5000000.0,Gò Vấp,Căn hộ 1PN,125000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
PHONG DEP – Full Noi That- Ban Cong,20 m,3800000,Go Vap,PhongTro,1,20.0,3800000.0,Gò Vấp,Phòng trọ,190000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,True,False,True,False,False,False
Can Ho Cao Cap Moi Xay Phan Van Tri,30 m,10500000,Go Vap,CanHoMini,1,30.0,10500000.0,Gò Vấp,Căn hộ mini,350000.0,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,True,False,False
CHINH CHU - CHMN CAO CAP 16m2 NGUYEN VAN CONG GO VAP,16 m,4000000,Go Vap,CanHoMini,1,16.0,4000000.0,Gò Vấp,Căn hộ mini,250000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Cho thue can ho mini Le Duc Tho Go Vap,28 m,6500000,Go Vap,CanHoMini,1,28.0,6500000.0,Gò Vấp,Căn hộ mini,232142.85714285713,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
PHONG CAO CAP – CO GAC LUNG SANG XIN – FULL NOI THAT – DUONG 21 QUANG TRUNG GO VAP,25 m,4000000,Go Vap,PhongTro,1,25.0,4000000.0,Gò Vấp,Phòng trọ,160000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,True,True,False,False,False
Can ho mini dep gia tot - cua so - full noi that - gan ngay Lotte mart Nguyen Van Luong,15 m,3100000,Go Vap,CanHoMini,1,15.0,3100000.0,Gò Vấp,Căn hộ mini,206666.66666666666,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,False,True,False
STUDIO BANCONG DAY DU NOI THAT DIEN TICH RONG NGAY QUANG TRUNG,30 m,4800000,Go Vap,Studio,1,30.0,4800000.0,Gò Vấp,Studio,160000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,False,False,False
Cho thue can ho mini o Go Vap,21 m,7000000,Go Vap,CanHoMini,1,21.0,7000000.0,Gò Vấp,Căn hộ mini,333333.3333333333,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
CHINH CHU STUDIO BANCONG SIEU RONG DAY DU NT NHU ANH,30 m,5400000,Go Vap,Studio,1,30.0,5400000.0,Gò Vấp,Studio,180000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,False,False,False,False
CH MOI 100% NGAY NGUYEN VAN LUONG DH VAN LANG IUH,25 m,4000000,Go Vap,CanHoMini,1,25.0,4000000.0,Gò Vấp,Căn hộ mini,160000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Sieu pham 1pn - studio Nguyen Thai Son Sat Emart DH Cong Nghiep Van Lang,35 m,5500000,Go Vap,CanHo1PN,1,35.0,5500000.0,Gò Vấp,Căn hộ 1PN,157142.85714285713,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,False,False,False,False
CAN HO STUDIO NGAY CONG VIEN LANG HOA LE VAN THO P11 GO VAP,25 m,5000000,Go Vap,Studio,1,25.0,5000000.0,Gò Vấp,Studio,200000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,False,False,False,False,False,False
STUDIO DEP – FULL NOI THAT – DUONG QUANG HAM P5 GO VAP,40 m,7800000,Go Vap,Studio,1,40.0,7800000.0,Gò Vấp,Studio,195000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,False,False,False
CHO THUE CAN HO MINI STUDIO CUA SO SAN NOI THAT MOI 100%,30 m,5500000,Go Vap,Studio,1,30.0,5500000.0,Gò Vấp,Studio,183333.33333333334,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,False,True,False
CHINH CHU STUDIO BEP RIENG CO CUA SO SAN NOI THAT NGAY DAI HOC VLU,35 m,6200000,Go Vap,Studio,1,35.0,6200000.0,Gò Vấp,Studio,177142.85714285713,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,False,True,False
Phong dep gia re FULL NOI THAT ngay DUONG NGUYEN OANH,35 m,6800000,Go Vap,PhongTro,1,35.0,6800000.0,Gò Vấp,Phòng trọ,194285.7142857143,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
CAN HO MINI PHU NHUAN – FULL NOI THAT – CHI 6TR – DON VAO O NGAY,30 m,6000000,Phu Nhuan,CanHoMini,1,30.0,6000000.0,Phú Nhuận,Căn hộ mini,200000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Can ho mini 1PN – ban cong – Full noi that – Phu Nhuan - 35m,35 m,13500000,Phu Nhuan,CanHo1PN,1,35.0,13500000.0,Phú Nhuận,Căn hộ 1PN,385714.28571428574,Cao (>8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
Studio ban cong - Nguyen Cong Hoan - Phu Nhuan - Gan truc duong Phan Xich Long Van Kiep Quan 1,35 m,13000000,Phu Nhuan,Studio,1,35.0,13000000.0,Phú Nhuận,Studio,371428.5714285714,Cao (>8.5 triệu),Vừa (25-50m²),True,True,False,False,False,False,False
Cho thue Studio full noi that thang may gan cc Phan Xich Long,35 m,12500000,Phu Nhuan,Studio,1,35.0,12500000.0,Phú Nhuận,Studio,357142.85714285716,Cao (>8.5 triệu),Vừa (25-50m²),True,False,False,True,False,False,True
Can ho 1 Phong ngu PK du noi that gan Cau Kieu P Tan Dinh Quan 1,40 m,7700000,Phu Nhuan,CanHo1PN,1,40.0,7700000.0,Phú Nhuận,Căn hộ 1PN,192500.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
DAI HA GIA CAN HO FULL NOI THAT BAN CONG THOANG GAN CONG VIEN HOANG VAN THU,30 m,6500000,Phu Nhuan,CanHoMini,1,30.0,6500000.0,Phú Nhuận,Căn hộ mini,216666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
Cho thue Studio Homestay moi xay 29/12F Doan Thi Diem sat Quan 1,25 m,6500000,Phu Nhuan,Studio,1,25.0,6500000.0,Phú Nhuận,Studio,260000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,False,False,False,True,False,False
CHO THUE CAN HO MINI NGUYEN TRONG TUYEN PHU NHUAN GAN SAN BAY TAN SON NHAT GIAP TAN BINH,35 m,7200000,Phu Nhuan,CanHoMini,1,35.0,7200000.0,Phú Nhuận,Căn hộ mini,205714.2857142857,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
STUDIO BAN CONG – FULL NEW – MAY GIAT RIENG 486 Phan Xich Long – Phu Nhuan,35 m,8300000,Phu Nhuan,Studio,1,35.0,8300000.0,Phú Nhuận,Studio,237142.85714285713,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,True,False,False,True,False,False
CAN HO MOI XAY 1PN NGUYEN VAN TROI FULL NOI THAT BAN CONG GAN NGA TU PHU NHUAN,40 m,6000000,Phu Nhuan,CanHo1PN,1,40.0,6000000.0,Phú Nhuận,Căn hộ 1PN,150000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,True,False,False
166 Thich Quang Duc – Phu Nhuan Studio ban cong – full noi that ngay trung tam,25 m,6700000,Phu Nhuan,Studio,1,25.0,6700000.0,Phú Nhuận,Studio,268000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,True,False,True,False,False,False
STUDIO 1PN – TACH BEP FULL NEW 100% – TRUNG TAM PHU NHUAN,30 m,6800000,Phu Nhuan,CanHo1PN,1,30.0,6800000.0,Phú Nhuận,Căn hộ 1PN,226666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,False,True,False,False
CAN HO MOI XAY THOANG MAT GAN NHA THO BA CHUONG,27 m,5700000,Phu Nhuan,CanHoMini,1,27.0,5700000.0,Phú Nhuận,Căn hộ mini,211111.11111111112,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,True,False,False
CH mini full noi that - gan cong vien Gia Dinh chi 5.3 Trieu/thang,18 m,5300000,Phu Nhuan,CanHoMini,1,18.0,5300000.0,Phú Nhuận,Căn hộ mini,294444.44444444444,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
SIEU CAN HO MINI NGAY GIUA QUAN TRUNG TAM,40 m,10500000,Phu Nhuan,CanHoMini,1,40.0,10500000.0,Phú Nhuận,Căn hộ mini,262500.0,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
CHO THUE CAN HO STUDIO FULL NOI THAT tai PHU NHUAN,35 m,13000000,Phu Nhuan,Studio,1,35.0,13000000.0,Phú Nhuận,Studio,371428.5714285714,Cao (>8.5 triệu),Vừa (25-50m²),True,False,False,True,False,False,False
CHO THUE STUDIO BAN CONG VIBE THO THO PHU NHUAN GAN CAU LE VAN SY,35 m,7300000,Phu Nhuan,Studio,1,35.0,7300000.0,Phú Nhuận,Studio,208571.42857142858,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,True,False,False,False,False,False
STUDIO co BANCONG full noi that Nguyen Cong Hoan Phu Nhuan,35 m,13000000,Phu Nhuan,Studio,1,35.0,13000000.0,Phú Nhuận,Studio,371428.5714285714,Cao (>8.5 triệu),Vừa (25-50m²),True,False,False,True,False,False,False
Can ho mini hem 36/ Cu Lao fnt bep an ninh yen tinh tu do,20 m,5500000,Phu Nhuan,CanHoMini,1,20.0,5500000.0,Phú Nhuận,Căn hộ mini,275000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
CHO THUE CAN HO MINI FULL NOI THAT – NGUYEN VAN TROI,35 m,7000000,Phu Nhuan,CanHoMini,1,35.0,7000000.0,Phú Nhuận,Căn hộ mini,200000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
CHINH CHU CHO THUE CAN HO BAN CONG DAY DU NOI THAT - NGAY KHU K300 LOTTE CONG HOA,28 m,6000000,Tan Binh,CanHoMini,1,28.0,6000000.0,Tân Bình,Căn hộ mini,214285.7142857143,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
Cho thue CHMN day du tien nghi thang may bao ve tai Bach Dang Tan Binh HCM,30 m,5000000,Tan Binh,CanHo1PN,1,30.0,5000000.0,Tân Bình,Căn hộ 1PN,166666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,True
PHONG FULL NOI THAT CAO CAP CUA SO LON TAI LUU NHAN CHU TRUNG TAM TAN BINH GAN SAN BAY TAN SON NHAT,30 m,5700000,Tan Binh,PhongTro,1,30.0,5700000.0,Tân Bình,Phòng trọ,190000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,True,False
CON 1 CHMN BAN CONG TAN BINH - AEON TAN PHU - GAN SAN BAY,35 m,4100000,Tan Binh,CanHoMini,1,35.0,4100000.0,Tân Bình,Căn hộ mini,117142.85714285714,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,False,False,False,False
